flight_number,origin_station_code,destination_station_code,score,satisfaction_type,arrival_delay_minutes,cabin_name,fleet_type_description,seat_factor_band,loyalty_program_level,fleet_usage,haul_type
1896,IAX,PHX,2.0,Dissatisfied,-16,Economy,B737-MAX8,90+,,Mainline,Medium
2327,ORX,TPX,2.0,Dissatisfied,-1,,B737-MAX9,90+,non-elite,Mainline,Medium
1214,ORX,TPX,5.0,Satisfied,9,,B737-800,80+,non-elite,Mainline,Medium
1558,TPX,ORX,1.0,Dissatisfied,-20,Economy,B737-900,90+,,Mainline,Medium
2327,ORX,TPX,,Unknown,-1,,B737-MAX9,90+,non-elite,Mainline,Medium
408,TPX,ORX,,Unknown,-3,,A320-200,90+,premier silver,Mainline,Medium
1539,ORX,TPX,1.0,Dissatisfied,-19,Economy,B737-900,90+,non-elite,Mainline,Medium
408,TPX,ORX,5.0,Satisfied,-3,,A320-200,90+,premier silver,Mainline,Medium
1214,ORX,TPX,,Unknown,9,,B737-800,80+,non-elite,Mainline,Medium
5739,BNX,DEX,2.0,Dissatisfied,-11,,ERJ-175,90+,,Express,Medium
5739,BNX,DEX,,Unknown,-11,,ERJ-175,90+,,Express,Medium
4753,SDX,DEX,4.0,Satisfied,5,Economy,ERJ-175,90+,,Express,Medium
4753,SDX,DEX,2.0,Dissatisfied,5,Economy Plus,ERJ-175,90+,,Express,Medium
1940,EWX,PBX,2.0,Dissatisfied,0,Economy Plus,A319-100,90+,premier 1k,Mainline,Medium
1177,PBX,EWX,5.0,Satisfied,-15,,B737-900,90+,premier 1k,Mainline,Medium
1177,PBX,EWX,3.0,Dissatisfied,-15,Economy,B737-900,90+,non-elite,Mainline,Medium
1177,PBX,EWX,,Unknown,-15,,B737-900,90+,premier 1k,Mainline,Medium
1007,DEX,SEX,3.0,Dissatisfied,-32,Economy Plus,B737-MAX9,90+,non-elite,Mainline,Medium
660,SEX,DEX,5.0,Satisfied,-1,,B737-MAX9,90+,premier silver,Mainline,Medium
2439,PBX,EWX,3.0,Dissatisfied,133,Economy Plus,A319-100,90+,non-elite,Mainline,Medium
503,DEX,SEX,5.0,Satisfied,-26,,B737-900,90+,premier gold,Mainline,Medium
1712,SEX,DEX,5.0,Satisfied,-11,Economy,B737-800,90+,non-elite,Mainline,Medium
1254,SAX,ORX,1.0,Dissatisfied,-14,Economy Plus,A319-100,80+,,Mainline,Medium
6162,IAX,GRX,,Unknown,-14,,ERJ-175,90+,non-elite,Express,Medium
6162,IAX,GRX,5.0,Satisfied,-14,,ERJ-175,90+,non-elite,Express,Medium
6148,GRX,IAX,2.0,Dissatisfied,17,Economy Plus,ERJ-175,90+,premier 1k,Express,Medium
6051,RDX,IAX,,Unknown,-19,,ERJ-175,90+,premier platinum,Express,Medium
6051,RDX,IAX,1.0,Dissatisfied,-19,,ERJ-175,90+,premier platinum,Express,Medium
1479,DEX,MSX,3.0,Dissatisfied,7,Economy,A320-200,90+,,Mainline,Medium
2447,FLX,EWX,1.0,Dissatisfied,123,Economy Plus,A320-200,90+,non-elite,Mainline,Medium
1518,EWX,FLX,2.0,Dissatisfied,-17,Economy,B737-MAX8,90+,non-elite,Mainline,Medium
712,EWX,FLX,2.0,Dissatisfied,15,Economy Plus,A320-200,90+,non-elite,Mainline,Medium
1497,FLX,EWX,1.0,Dissatisfied,-19,,B737-MAX8,90+,,Mainline,Medium
1497,FLX,EWX,,Unknown,-19,,B737-MAX8,90+,,Mainline,Medium
396,RSX,EWX,3.0,Dissatisfied,-5,Economy Plus,B737-700,90+,non-elite,Mainline,Medium
396,RSX,EWX,3.0,Dissatisfied,-5,Economy Plus,B737-700,90+,non-elite,Mainline,Medium
5456,CVX,DEX,1.0,Dissatisfied,-8,,ERJ-175,90+,non-elite,Express,Medium
1757,YVX,LAX,1.0,Dissatisfied,-10,Economy,B737-900,90+,non-elite,Mainline,Medium
1082,EWX,MIX,5.0,Satisfied,-9,Economy,A320-200,90+,non-elite,Mainline,Medium
1413,EWX,MIX,,Unknown,92,,B737-800,90+,premier silver,Mainline,Medium
1413,EWX,MIX,2.0,Dissatisfied,92,,B737-800,90+,premier silver,Mainline,Medium
530,IAX,CLX,5.0,Satisfied,3,,B737-700,90+,non-elite,Mainline,Medium
1669,IAX,CLX,,Unknown,-8,,B737-800,90+,premier platinum,Mainline,Medium
530,IAX,CLX,,Unknown,3,,B737-700,90+,non-elite,Mainline,Medium
530,IAX,CLX,3.0,Dissatisfied,3,Economy,B737-700,90+,non-elite,Mainline,Medium
1669,IAX,CLX,1.0,Dissatisfied,-8,,B737-800,90+,premier platinum,Mainline,Medium
1590,CLX,IAX,2.0,Dissatisfied,-8,Economy,B737-800,90+,non-elite,Mainline,Medium
2458,RTX,IAX,2.0,Dissatisfied,-27,,B737-800,0 to 70,premier gold,Mainline,Medium
2458,RTX,IAX,,Unknown,-27,,B737-800,0 to 70,premier gold,Mainline,Medium
1540,NAX,EWX,2.0,Dissatisfied,-21,,A320-200,90+,premier gold,Mainline,Medium
1540,NAX,EWX,,Unknown,-21,,A320-200,90+,premier gold,Mainline,Medium
1903,IAX,GUX,1.0,Dissatisfied,-27,Economy Plus,B737-800,80+,,Mainline,Medium
1486,DEX,YVX,,Unknown,-16,,B737-800,80+,non-elite,Mainline,Medium
1486,DEX,YVX,5.0,Satisfied,-16,,B737-800,80+,non-elite,Mainline,Medium
1875,YVX,DEX,1.0,Dissatisfied,30,,A320-200,90+,premier platinum,Mainline,Medium
742,YVX,DEX,,Unknown,13,,B737-800,90+,non-elite,Mainline,Medium
742,YVX,DEX,5.0,Satisfied,13,,B737-800,90+,non-elite,Mainline,Medium
6229,PIX,IAX,4.0,Satisfied,-20,Economy,ERJ-175,90+,,Express,Medium
246,ABX,ORX,,Unknown,0,,A319-100,90+,premier silver,Mainline,Medium
246,ABX,ORX,5.0,Satisfied,0,,A319-100,90+,premier silver,Mainline,Medium
246,ABX,ORX,,Unknown,0,,A319-100,90+,global services,Mainline,Medium
246,ABX,ORX,3.0,Dissatisfied,0,,A319-100,90+,global services,Mainline,Medium
246,ABX,ORX,4.0,Satisfied,0,Economy,A319-100,90+,non-elite,Mainline,Medium
2390,ORX,RSX,5.0,Satisfied,-16,Economy Plus,B737-800,80+,,Mainline,Medium
4758,DTX,DEX,2.0,Dissatisfied,-24,Economy Plus,ERJ-175,90+,non-elite,Express,Medium
6026,IAX,RIX,3.0,Dissatisfied,-24,Economy,ERJ-175,90+,non-elite,Express,Medium
5734,TYX,DEX,2.0,Dissatisfied,18,,ERJ-175,90+,premier 1k,Express,Medium
5734,TYX,DEX,,Unknown,18,,ERJ-175,90+,premier 1k,Express,Medium
4762,DEX,TYX,5.0,Satisfied,-9,,ERJ-175,90+,non-elite,Express,Medium
4762,DEX,TYX,,Unknown,-9,,ERJ-175,90+,non-elite,Express,Medium
1967,MSX,EWX,1.0,Dissatisfied,-23,Economy,A319-100,90+,non-elite,Mainline,Medium
1836,EWX,MSX,2.0,Dissatisfied,-14,Economy Plus,A319-100,90+,global services,Mainline,Medium
6280,IAX,DFX,5.0,Satisfied,16,Economy,ERJ-175,90+,non-elite,Express,Medium
743,IAX,DFX,5.0,Satisfied,19,Economy,A319-100,90+,,Mainline,Medium
1118,DFX,IAX,3.0,Dissatisfied,-1,Economy,A319-100,90+,non-elite,Mainline,Medium
1118,DFX,IAX,1.0,Dissatisfied,-1,Economy,A319-100,90+,non-elite,Mainline,Medium
528,XPX,IAX,,Unknown,-20,,B737-700,80+,non-elite,Mainline,Medium
528,XPX,IAX,3.0,Dissatisfied,-20,,B737-700,80+,non-elite,Mainline,Medium
528,XPX,IAX,5.0,Satisfied,-20,Economy,B737-700,80+,,Mainline,Medium
1589,FLX,ORX,3.0,Dissatisfied,-17,Economy,B737-MAX9,90+,non-elite,Mainline,Medium
2408,ORX,FLX,2.0,Dissatisfied,-20,Economy,A320-200,90+,non-elite,Mainline,Medium
2662,ORX,BZX,4.0,Satisfied,-19,Economy,A320-200,90+,,Mainline,Medium
2059,IAX,IAX,,Unknown,-4,,B737-900,90+,premier silver,Mainline,Medium
2070,IAX,IAX,,Unknown,-23,,B737-900,80+,premier silver,Mainline,Medium
1947,IAX,IAX,3.0,Dissatisfied,16,Economy Plus,B767-400,90+,non-elite,Mainline,Medium
2070,IAX,IAX,5.0,Satisfied,-23,,B737-900,80+,premier silver,Mainline,Medium
472,IAX,IAX,5.0,Satisfied,0,Economy,A320-200,90+,premier silver,Mainline,Medium
1194,IAX,IAX,5.0,Satisfied,9,Economy Plus,B767-400,90+,premier platinum,Mainline,Medium
1947,IAX,IAX,5.0,Satisfied,16,,B767-400,90+,premier silver,Mainline,Medium
2160,IAX,IAX,5.0,Satisfied,-2,Economy,A320-200,80+,premier 1k,Mainline,Medium
2059,IAX,IAX,5.0,Satisfied,-4,,B737-900,90+,premier silver,Mainline,Medium
1947,IAX,IAX,,Unknown,16,,B767-400,90+,premier silver,Mainline,Medium
6065,IAX,SLX,,Unknown,-10,,ERJ-175,90+,premier platinum,Express,Medium
6065,IAX,SLX,5.0,Satisfied,-10,,ERJ-175,90+,premier platinum,Express,Medium
1848,MIX,ORX,5.0,Satisfied,-6,,B737-700,90+,non-elite,Mainline,Medium
341,ATX,DEX,2.0,Dissatisfied,-7,Economy,B737-800,80+,non-elite,Mainline,Medium
406,DEX,CLX,2.0,Dissatisfied,-13,,B737-800,80+,non-elite,Mainline,Medium
1817,DEX,CLX,,Unknown,-13,,B737-900,90+,premier gold,Mainline,Medium
1817,DEX,CLX,1.0,Dissatisfied,-13,,B737-900,90+,premier gold,Mainline,Medium
406,DEX,CLX,5.0,Satisfied,-13,Economy Plus,B737-800,80+,premier silver,Mainline,Medium
1817,DEX,CLX,3.0,Dissatisfied,-13,Economy Plus,B737-900,90+,premier silver,Mainline,Medium
2012,DEX,CLX,2.0,Dissatisfied,-26,Economy,B737-800,90+,non-elite,Mainline,Medium
406,DEX,CLX,,Unknown,-13,,B737-800,80+,non-elite,Mainline,Medium
6120,IAX,ORX,2.0,Dissatisfied,-20,,ERJ-175,80+,premier 1k,Express,Medium
6120,IAX,ORX,,Unknown,-20,,ERJ-175,80+,premier 1k,Express,Medium
231,DCX,IAX,3.0,Dissatisfied,-15,Economy Plus,B737-800,80+,premier silver,Mainline,Medium
6375,IAX,DCX,3.0,Dissatisfied,-9,Economy,ERJ-175,90+,,Express,Medium
6156,DCX,IAX,1.0,Dissatisfied,-35,,ERJ-175,90+,premier silver,Express,Medium
6156,DCX,IAX,1.0,Dissatisfied,-35,Economy Plus,ERJ-175,90+,premier 1k,Express,Medium
1282,DCX,IAX,5.0,Satisfied,22,Economy Plus,A319-100,90+,non-elite,Mainline,Medium
6156,DCX,IAX,,Unknown,-35,,ERJ-175,90+,premier silver,Express,Medium
245,PVX,LAX,,Unknown,-19,,A320-200,90+,premier gold,Mainline,Medium
320,LAX,PVX,2.0,Dissatisfied,-21,,A320-200,80+,global services,Mainline,Medium
320,LAX,PVX,,Unknown,-21,,A320-200,80+,global services,Mainline,Medium
245,PVX,LAX,4.0,Satisfied,-19,,A320-200,90+,premier gold,Mainline,Medium
2300,LAX,IAX,1.0,Dissatisfied,4,,B737-900,90+,premier gold,Mainline,Medium
1883,IAX,LAX,,Unknown,-24,,B737-900,0 to 70,premier silver,Mainline,Medium
1715,LAX,IAX,1.0,Dissatisfied,-11,,B737-MAX9,90+,premier gold,Mainline,Medium
1446,IAX,LAX,2.0,Dissatisfied,30,Economy,A320-200,0 to 70,,Mainline,Medium
2300,LAX,IAX,,Unknown,4,,B737-900,90+,premier gold,Mainline,Medium
2087,IAX,LAX,3.0,Dissatisfied,-19,,B737-900,0 to 70,premier silver,Mainline,Medium
1883,IAX,LAX,2.0,Dissatisfied,-24,,B737-900,0 to 70,premier silver,Mainline,Medium
2087,IAX,LAX,,Unknown,-19,,B737-900,0 to 70,premier silver,Mainline,Medium
653,BWX,IAX,3.0,Dissatisfied,2,,B737-900,90+,non-elite,Mainline,Medium
632,IAX,BWX,3.0,Dissatisfied,-11,,B737-900,80+,non-elite,Mainline,Medium
653,BWX,IAX,,Unknown,2,,B737-900,90+,non-elite,Mainline,Medium
5280,ORX,ELX,4.0,Satisfied,4,Economy,ERJ-175,80+,,Express,Medium
1882,SFX,SJX,2.0,Dissatisfied,59,Economy Plus,A320-200,90+,non-elite,Mainline,Medium
4739,SLX,ORX,1.0,Dissatisfied,-10,,ERJ-175,90+,premier silver,Express,Medium
4661,IAX,YYX,4.0,Satisfied,-4,Economy Plus,ERJ-175,90+,,Express,Medium
1023,DEX,PIX,,Unknown,-4,,B737-900,90+,premier gold,Mainline,Medium
1023,DEX,PIX,1.0,Dissatisfied,-4,,B737-900,90+,premier gold,Mainline,Medium
1286,IAX,SAX,5.0,Satisfied,-24,Economy,B737-800,80+,,Mainline,Medium
2244,SAX,IAX,4.0,Satisfied,-2,Economy,A320-200,90+,,Mainline,Medium
1260,SAX,IAX,3.0,Dissatisfied,-5,,B737-900,90+,premier platinum,Mainline,Medium
1143,SAX,IAX,5.0,Satisfied,-15,,B737-MAX8,90+,premier silver,Mainline,Medium
1143,SAX,IAX,,Unknown,-15,,B737-MAX8,90+,premier silver,Mainline,Medium
5414,YYX,DEX,3.0,Dissatisfied,1,Economy,ERJ-175,90+,non-elite,Express,Medium
1095,DEX,YYX,2.0,Dissatisfied,-17,Economy Plus,B737-800,80+,,Mainline,Medium
1095,DEX,YYX,3.0,Dissatisfied,-17,Economy,B737-800,80+,,Mainline,Medium
2370,PVX,DEX,,Unknown,16,,A320-200,90+,premier 1k,Mainline,Medium
2370,PVX,DEX,1.0,Dissatisfied,16,,A320-200,90+,premier 1k,Mainline,Medium
2629,PHX,IAX,3.0,Dissatisfied,2,Economy,B737-700,90+,premier silver,Mainline,Medium
5614,DEX,CLX,4.0,Satisfied,4,Economy Plus,ERJ-175,90+,,Express,Medium
2418,SNX,IAX,2.0,Dissatisfied,-6,Economy,B737-800,80+,non-elite,Mainline,Medium
2418,SNX,IAX,5.0,Satisfied,-6,Economy,B737-800,80+,non-elite,Mainline,Medium
332,FCX,ORX,3.0,Dissatisfied,-38,Economy Plus,A319-100,90+,premier silver,Mainline,Medium
1941,CUX,IAX,4.0,Satisfied,-11,,B737-900,90+,premier gold,Mainline,Medium
1941,CUX,IAX,4.0,Satisfied,-11,Economy,B737-900,90+,non-elite,Mainline,Medium
6112,IAX,SAX,,Unknown,-8,,ERJ-175,80+,premier 1k,Express,Medium
6112,IAX,SAX,5.0,Satisfied,-8,,ERJ-175,80+,premier 1k,Express,Medium
1230,EWX,DFX,5.0,Satisfied,12,Economy,B737-MAX8,90+,non-elite,Mainline,Medium
335,EWX,DFX,4.0,Satisfied,-20,,B737-700,90+,premier 1k,Mainline,Medium
335,EWX,DFX,,Unknown,-20,,B737-700,90+,premier 1k,Mainline,Medium
1294,DFX,EWX,,Unknown,141,,B737-700,80+,premier 1k,Mainline,Medium
1294,DFX,EWX,1.0,Dissatisfied,141,,B737-700,80+,premier 1k,Mainline,Medium
1579,IAX,LAX,3.0,Dissatisfied,-20,Economy Plus,B777-200,90+,,Mainline,Medium
1878,IAX,LAX,1.0,Dissatisfied,-7,,B777-200,90+,premier silver,Mainline,Medium
1814,IAX,LAX,2.0,Dissatisfied,-17,,B737-900,80+,non-elite,Mainline,Medium
2411,LAX,IAX,,Unknown,2,,B777-200,90+,premier platinum,Mainline,Medium
2411,LAX,IAX,2.0,Dissatisfied,2,Economy,B777-200,90+,non-elite,Mainline,Medium
2411,LAX,IAX,1.0,Dissatisfied,2,,B777-200,90+,premier platinum,Mainline,Medium
1878,IAX,LAX,,Unknown,-7,,B777-200,90+,premier silver,Mainline,Medium
1884,IAX,LAX,4.0,Satisfied,-17,Economy Plus,B777-200,90+,premier gold,Mainline,Medium
2428,LAX,IAX,5.0,Satisfied,-17,Economy Plus,B777-200,90+,premier 1k,Mainline,Medium
2175,YYX,ORX,5.0,Satisfied,2,,A319-100,90+,non-elite,Mainline,Medium
2175,YYX,ORX,,Unknown,2,,A319-100,90+,non-elite,Mainline,Medium
1430,IAX,EWX,,Unknown,18,,B777-200,90+,premier platinum,Mainline,Medium
1756,EWX,IAX,5.0,Satisfied,-9,Economy,B777-200,90+,non-elite,Mainline,Medium
1778,EWX,IAX,5.0,Satisfied,-25,Economy Plus,B737-800,90+,non-elite,Mainline,Medium
2495,IAX,EWX,3.0,Dissatisfied,53,,B737-800,90+,global services,Mainline,Medium
688,EWX,IAX,,Unknown,4,,B767-300,90+,premier gold,Mainline,Medium
1537,IAX,EWX,1.0,Dissatisfied,-21,Economy Plus,B737-MAX8,90+,premier platinum,Mainline,Medium
688,EWX,IAX,4.0,Satisfied,4,,B767-300,90+,premier gold,Mainline,Medium
1430,IAX,EWX,1.0,Dissatisfied,18,,B777-200,90+,premier platinum,Mainline,Medium
1459,LGX,IAX,4.0,Satisfied,-4,Economy Plus,B737-800,90+,non-elite,Mainline,Medium
1502,IAX,LGX,3.0,Dissatisfied,37,Economy,B737-800,90+,,Mainline,Medium
2373,LGX,IAX,4.0,Satisfied,-18,Economy,B737-800,90+,,Mainline,Medium
1418,DEX,RDX,5.0,Satisfied,-11,Economy,B737-800,90+,,Mainline,Medium
1241,RDX,DEX,2.0,Dissatisfied,8,,B737-900,90+,non-elite,Mainline,Medium
2446,ORX,PHX,5.0,Satisfied,-18,,B737-800,90+,premier platinum,Mainline,Medium
2446,ORX,PHX,,Unknown,-18,,B737-800,90+,premier platinum,Mainline,Medium
724,ORX,PHX,5.0,Satisfied,-7,Economy,B737-900,90+,non-elite,Mainline,Medium
1197,CUX,ORX,3.0,Dissatisfied,-11,Economy,B737-900,90+,,Mainline,Medium
2266,JAX,DEX,3.0,Dissatisfied,-10,Economy,A319-100,90+,,Mainline,Medium
720,CHX,DEX,5.0,Satisfied,-9,,A319-100,90+,non-elite,Mainline,Medium
720,CHX,DEX,,Unknown,-9,,A319-100,90+,non-elite,Mainline,Medium
1229,IAX,DEX,1.0,Dissatisfied,14,Economy,B777-200,90+,,Mainline,Medium
2200,IAX,DEX,1.0,Dissatisfied,-11,,B737-900,90+,premier gold,Mainline,Medium
1582,DEX,IAX,5.0,Satisfied,7,Economy,B777-200,90+,,Mainline,Medium
462,DEX,IAX,,Unknown,-13,,B737-900,90+,premier platinum,Mainline,Medium
462,DEX,IAX,1.0,Dissatisfied,-13,,B737-900,90+,premier platinum,Mainline,Medium
462,DEX,IAX,5.0,Satisfied,-13,Economy,B737-900,90+,non-elite,Mainline,Medium
1841,DEX,IAX,,Unknown,-9,,B737-900,90+,non-elite,Mainline,Medium
2200,IAX,DEX,,Unknown,-11,,B737-900,90+,premier gold,Mainline,Medium
1841,DEX,IAX,5.0,Satisfied,-9,,B737-900,90+,non-elite,Mainline,Medium
826,NRX,SPX,5.0,Satisfied,-30,,B737-800,0 to 70,premier platinum,Mainline,Medium
826,NRX,SPX,,Unknown,-30,,B737-800,0 to 70,premier platinum,Mainline,Medium
2372,DFX,SFX,,Unknown,11,,A319-100,90+,premier gold,Mainline,Medium
2372,DFX,SFX,4.0,Satisfied,11,,A319-100,90+,premier gold,Mainline,Medium
2105,DCX,DEX,1.0,Dissatisfied,44,Economy Plus,B737-800,90+,premier platinum,Mainline,Medium
5269,BOX,IAX,4.0,Satisfied,-7,,ERJ-175,90+,premier silver,Express,Medium
1644,RIX,DEX,4.0,Satisfied,-1,Economy Plus,A319-100,90+,,Mainline,Medium
1530,SFX,SAX,5.0,Satisfied,20,Economy Plus,A319-100,90+,premier platinum,Mainline,Medium
2274,DEX,BWX,5.0,Satisfied,-12,Economy,B737-800,90+,premier silver,Mainline,Medium
394,BWX,DEX,3.0,Dissatisfied,-7,Economy,B737-800,80+,non-elite,Mainline,Medium
2274,DEX,BWX,,Unknown,-12,,B737-800,90+,non-elite,Mainline,Medium
2274,DEX,BWX,5.0,Satisfied,-12,,B737-800,90+,non-elite,Mainline,Medium
2149,GEX,ORX,5.0,Satisfied,-18,Economy,A319-100,80+,premier silver,Mainline,Medium
5535,SFX,MCX,2.0,Dissatisfied,2,Economy,ERJ-175,90+,non-elite,Express,Medium
5535,SFX,MCX,1.0,Dissatisfied,2,,ERJ-175,90+,global services,Express,Medium
5535,SFX,MCX,,Unknown,2,,ERJ-175,90+,global services,Express,Medium
1402,AUX,SFX,,Unknown,-24,,B737-900,90+,non-elite,Mainline,Medium
1402,AUX,SFX,1.0,Dissatisfied,-24,,B737-900,90+,non-elite,Mainline,Medium
325,AUX,EWX,2.0,Dissatisfied,-10,Economy Plus,B737-900,80+,premier gold,Mainline,Medium
1063,LAX,ORX,3.0,Dissatisfied,-12,Economy,B737-800,90+,non-elite,Mainline,Medium
1889,ORX,LAX,3.0,Dissatisfied,-33,Economy,B737-900,90+,non-elite,Mainline,Medium
1063,LAX,ORX,5.0,Satisfied,-12,Economy Plus,B737-800,90+,,Mainline,Medium
1063,LAX,ORX,3.0,Dissatisfied,-12,,B737-800,90+,,Mainline,Medium
1063,LAX,ORX,,Unknown,-12,,B737-800,90+,,Mainline,Medium
2280,LAX,ORX,1.0,Dissatisfied,-10,,B737-900,90+,non-elite,Mainline,Medium
2280,LAX,ORX,,Unknown,-10,,B737-900,90+,non-elite,Mainline,Medium
2032,IAX,RNX,1.0,Dissatisfied,-3,,A320-200,0 to 70,,Mainline,Medium
2032,IAX,RNX,,Unknown,-3,,A320-200,0 to 70,,Mainline,Medium
260,DEX,MCX,3.0,Dissatisfied,-1,Economy Plus,B737-800,90+,non-elite,Mainline,Medium
1452,DEX,MCX,,Unknown,-9,,B737-900,70+,non-elite,Mainline,Medium
1521,MCX,DEX,5.0,Satisfied,-15,Economy Plus,B737-900,90+,non-elite,Mainline,Medium
1452,DEX,MCX,5.0,Satisfied,-9,,B737-900,70+,non-elite,Mainline,Medium
1050,CUX,EWX,3.0,Dissatisfied,-30,Economy,B737-900,90+,,Mainline,Medium
1055,EWX,CUX,2.0,Dissatisfied,-22,Economy,B737-900,90+,,Mainline,Medium
1097,IAX,SJX,2.0,Dissatisfied,-18,Economy,B737-800,90+,non-elite,Mainline,Medium
1097,IAX,SJX,5.0,Satisfied,-18,Economy,B737-800,90+,,Mainline,Medium
1472,EWX,SDX,4.0,Satisfied,70,Economy,B737-900,90+,non-elite,Mainline,Medium
1717,PHX,DEX,5.0,Satisfied,2,Economy Plus,B737-800,90+,premier platinum,Mainline,Medium
1676,DEX,PHX,5.0,Satisfied,-2,,B737-800,90+,non-elite,Mainline,Medium
1676,DEX,PHX,,Unknown,-2,,B737-800,90+,non-elite,Mainline,Medium
1676,DEX,PHX,5.0,Satisfied,-2,Economy,B737-800,90+,,Mainline,Medium
197,GUX,NRX,,Unknown,-34,,B737-800,0 to 70,non-elite,Mainline,Medium
197,GUX,NRX,1.0,Dissatisfied,-34,,B737-800,0 to 70,non-elite,Mainline,Medium
2123,EWX,PUX,3.0,Dissatisfied,-23,Economy,B737-900,90+,non-elite,Mainline,Medium
464,PUX,EWX,4.0,Satisfied,-16,Economy Plus,B737-900,0 to 70,premier gold,Mainline,Medium
2605,EWX,SAX,1.0,Dissatisfied,-6,,B737-700,90+,,Mainline,Medium
2605,EWX,SAX,,Unknown,-6,,B737-700,90+,,Mainline,Medium
5484,MSX,SFX,,Unknown,134,,ERJ-175,70+,premier 1k,Express,Medium
5484,MSX,SFX,1.0,Dissatisfied,134,Economy,ERJ-175,70+,,Express,Medium
5484,MSX,SFX,3.0,Dissatisfied,134,,ERJ-175,70+,premier 1k,Express,Medium
227,BOX,IAX,3.0,Dissatisfied,-11,Economy,A320-200,90+,non-elite,Mainline,Medium
2427,IAX,BOX,2.0,Dissatisfied,-18,Economy,A320-200,90+,,Mainline,Medium
1087,BOX,IAX,1.0,Dissatisfied,-1,,B737-700,90+,premier gold,Mainline,Medium
390,EWX,DEX,4.0,Satisfied,-19,Economy,B737-900,90+,,Mainline,Medium
1487,EWX,DEX,5.0,Satisfied,-15,Economy Plus,B737-800,90+,premier gold,Mainline,Medium
1573,DEX,EWX,,Unknown,17,,B787-9,90+,,Mainline,Medium
1573,DEX,EWX,2.0,Dissatisfied,17,,B787-9,90+,,Mainline,Medium
1439,EWX,DEX,2.0,Dissatisfied,-9,,B737-900,90+,premier 1k,Mainline,Medium
1439,EWX,DEX,,Unknown,-9,,B737-900,90+,premier 1k,Mainline,Medium
1434,EWX,DEX,1.0,Dissatisfied,-11,,B737-900,90+,non-elite,Mainline,Medium
1487,EWX,DEX,5.0,Satisfied,-15,Economy Plus,B737-800,90+,non-elite,Mainline,Medium
1434,EWX,DEX,,Unknown,-11,,B737-900,90+,non-elite,Mainline,Medium
2344,RSX,DEX,2.0,Dissatisfied,7,Economy,B737-800,90+,,Mainline,Medium
2144,EWX,SJX,,Unknown,-18,,B767-400,90+,non-elite,Mainline,Medium
2144,EWX,SJX,2.0,Dissatisfied,-18,Economy Plus,B767-400,90+,non-elite,Mainline,Medium
2309,IAX,SJX,4.0,Satisfied,-27,Economy,B737-MAX8,90+,non-elite,Mainline,Medium
2144,EWX,SJX,2.0,Dissatisfied,-18,,B767-400,90+,non-elite,Mainline,Medium
1174,SJX,EWX,2.0,Dissatisfied,-12,Economy,B767-400,90+,,Mainline,Medium
2309,IAX,SJX,2.0,Dissatisfied,-27,,B737-MAX8,90+,premier 1k,Mainline,Medium
2144,EWX,SJX,3.0,Dissatisfied,-18,Economy Plus,B767-400,90+,,Mainline,Medium
206,EWX,SJX,3.0,Dissatisfied,-25,Economy,B737-900,80+,non-elite,Mainline,Medium
407,DEX,LGX,,Unknown,55,,B737-800,90+,non-elite,Mainline,Medium
2403,LGX,DEX,1.0,Dissatisfied,-20,Economy,B737-800,90+,,Mainline,Medium
407,DEX,LGX,1.0,Dissatisfied,55,,B737-800,90+,non-elite,Mainline,Medium
1765,SFX,IAX,5.0,Satisfied,-2,,B737-MAX9,90+,premier 1k,Mainline,Medium
1949,IAX,SFX,2.0,Dissatisfied,-19,Economy,B777-200,90+,non-elite,Mainline,Medium
1746,SFX,IAX,3.0,Dissatisfied,-3,Economy,B777-200,90+,,Mainline,Medium
1498,SFX,IAX,5.0,Satisfied,-24,Economy,B737-900,90+,non-elite,Mainline,Medium
1706,IAX,SFX,5.0,Satisfied,-23,Economy Plus,B737-900,90+,premier silver,Mainline,Medium
1765,SFX,IAX,,Unknown,-2,,B737-MAX9,90+,premier 1k,Mainline,Medium
1765,SFX,IAX,4.0,Satisfied,-2,Economy,B737-MAX9,90+,,Mainline,Medium
166,GUX,FUX,5.0,Satisfied,-33,Economy,B737-800,0 to 70,non-elite,Mainline,Medium
1888,DEX,BDX,2.0,Dissatisfied,25,Economy,B737-800,80+,non-elite,Mainline,Medium
365,BDX,DEX,4.0,Satisfied,-19,Economy Plus,B737-900,80+,premier platinum,Mainline,Medium
1888,DEX,BDX,3.0,Dissatisfied,25,Economy,B737-800,80+,,Mainline,Medium
475,MEX,ORX,2.0,Dissatisfied,6,Economy,A320-200,90+,premier silver,Mainline,Medium
771,DEX,FLX,3.0,Dissatisfied,-11,Economy,B737-MAX9,80+,non-elite,Mainline,Medium
771,DEX,FLX,2.0,Dissatisfied,-11,Economy,B737-MAX9,80+,non-elite,Mainline,Medium
1609,SEX,ORX,3.0,Dissatisfied,-19,Economy,B737-MAX9,90+,non-elite,Mainline,Medium
1772,SEX,ORX,5.0,Satisfied,-28,Economy,B737-900,90+,non-elite,Mainline,Medium
1710,ORX,SAX,,Unknown,-27,,B737-MAX9,90+,non-elite,Mainline,Medium
1710,ORX,SAX,4.0,Satisfied,-27,,B737-MAX9,90+,non-elite,Mainline,Medium
735,ORX,SNX,4.0,Satisfied,-19,Economy Plus,B737-700,90+,premier gold,Mainline,Medium
