flight_number,origin_station_code,destination_station_code,scheduled_departure_date,verbatim_text,sentiments
2359,JAX,IAX,2022-09-07,N/a.,Neutral
488,SFX,IAX,2022-09-07,I could eat none of snacks Buddha popcorn. pumpkin seeds would be nice. Cheese stick. All snacks flour based.,Neutral
276,EWX,SFX,2022-09-07,"This is Polaris business class. Almost $5,000 ticket. Where did multiple courses, ice cream cart, menus, choices, wines go???.",Neutral
276,EWX,SFX,2022-09-07,"cutting cost in flight service is not where you can optimize the profit. At least give sandwiches, if you are not going to provide meal as it used to be.",Neutral
1087,BOX,IAX,2022-09-06,Would have preferred a salad or sandwich to avoid the meal being over salted and highly seasoned.,Neutral
58,EWX,CDX,2022-09-07,I appreciated United having gluten-free meals for me as requested. They were very goid.,Neutral
402,CLX,LAX,2022-09-08,I was very appreciative that I did not have to pay for tea and the biscuit.,Neutral
4302,HSX,IAX,2022-09-08,N/A.,Neutral
5132,RKX,DEX,2022-09-07,No service.,Neutral
4732,BZX,LAX,2022-09-08,The pretzels could be packaged in one ounce portions. Half ounce probably costs the vendor just as much and leaves the customer feeling cheated of their great product.,Neutral
659,EWX,IAX,2022-09-08,"On a flight that long, the flight attendants should come around more than once to offer snacks or drinks.",Neutral
72,AMX,EWX,2022-09-08,"I chose wine with dinner, but would have enjoyed a cup of coffee afterwards. If I had requested it at the time of the meal, it would have been cold. However there was no further beverage cart service later. I did not want to ask an attendant just for myself.",Neutral
4,ORX,ZRX,2022-09-08,Breakfast was not very good - very mediocre pancakes.,Neutral
5256,DEX,ABX,2022-09-09,"Additional snack basket with a variety of foods would be nice, as United used to do before.",Neutral
221,ALX,ORX,2022-09-09,"My husband was disappoint that no small snack (biscuit, pretzels etc.) was offered. We understand that now on short flights those are no longer offered. It is a small perk we will miss.",Neutral
1119,CUX,SFX,2022-09-07,Did not order anything.,Neutral
2182,MSX,ORX,2022-09-09,It is confusing what is available.,Neutral
953,MUX,ORX,2022-09-08,"Cherry Coke would have been nice. The final (2ND)meal was a sandwich comprised of bread, cheese, and sliced vegetables was cold, dry, and not very tasty. It was not edible. It was the only choice given, as I am not a vegetarian.",Neutral
1728,LAX,LAX,2022-09-09,No suggest.,Neutral
3558,DCX,ORX,2022-09-09,No.,Neutral
164,IAX,MAX,2022-09-09,One of Twi breakfast optimis was missing.,Neutral
988,ORX,CDX,2022-09-09,No.,Neutral
988,ORX,CDX,2022-09-09,We were in the premier plus section. After seatbelt sign went off went to the restroom behind us. Unfortunately the drink service started right away with carts blocking the aisle. Unable to get back to my seat for about 15 min.,Neutral
3685,ALX,ORX,2022-09-09,snacks arrived promptly.,Neutral
3991,MLX,ORX,2022-09-08,Because of the short duration of the flight there was no beverage or food service.,Neutral
2398,MCX,EWX,2022-09-10,Is it possible to offer allergy friendly meals.,Neutral
790,DEX,SNX,2022-09-10,thank you for stocking Zero Sugar Coke. Please opt for zero sugar snacks.,Neutral
4392,CVX,ORX,2022-09-10,Short flight. No time for beverage service.,Neutral
447,MCX,EWX,2022-09-10,Pretzels were stale.,Neutral
447,MCX,EWX,2022-09-10,I would have liked to be able to order in advance the way I could on my previous flight.,Neutral
1455,IAX,NAX,2022-09-10,No.,Neutral
1890,SFX,INX,2022-09-10,maybe some other choices like granola bars.,Neutral
595,DEX,PHX,2022-09-10,It is beyond me that my family and I can sit in first class seats for hours and only be offered water. And even that was a chore for the flight attendants to do.,Neutral
5627,DEX,HSX,2022-09-10,"It would be nice to get the whole can of drinks. Also, I wanted the waffle, but it was out.",Neutral
4871,HRX,IAX,2022-09-06,Coffee was unfortunately not available due to the broken machine. Received water and was checked in with several times.,Neutral
1117,SAX,IAX,2022-09-10,"There were only 2 choices for breakfast, neither sounded appealing, the one I got was mediocre at best. And no snack or dessert offered later in the flight (~4 1/2 hour flight)--this was disappointing.",Neutral
5446,ORX,PIX,2022-09-09,Short trip so no beverage provided. Other flights provide water on short trips.,Neutral
1808,PBX,EWX,2022-09-09,Pinot Grigio.,Neutral
3855,SBX,ORX,2022-09-08,Weird menu.,Neutral
236,ORX,DEX,2022-09-10,Ran out of apple juice.,Neutral
1806,LAX,EWX,2022-09-10,Did not like that you have to download app and add credit card details to make a purchase. Should be able to pay with actual credit card or cash.,Neutral
894,SFX,ICX,2022-09-10,No.,Neutral
4735,LWX,DEX,2022-09-09,Would live to have Spicy tomato juice.,Neutral
482,BNX,EWX,2022-09-11,It would have been nice to get pretzels or something to munch on since it was dinnertime.,Neutral
1496,SJX,IAX,2022-09-11,Change the cookies.,Neutral
269,EWX,BOX,2022-09-11,it was ok.,Neutral
782,SMX,ORX,2022-09-09,No.,Neutral
1812,ORX,BDX,2022-09-12,I would like to see additional 0 calorie sodas.,Neutral
4258,CRX,IAX,2022-09-11,Nothing served.,Neutral
962,FRX,EWX,2022-09-12,The drink service came through only once. The beer selection was too limited. Only Stella and Buds were offered.,Neutral
951,IAX,BRX,2022-09-11,"The meals are noticeably improved!. In the past, the food has been of poor quality and somewhat boring.",Neutral
80,EWX,NRX,2022-09-12,"Salad was weird sweet maybe barley, not good. Last time I had tea (previous flight) it had such a strong coffee taste I quit ordering coffee or tea on flights. Sorbet was melty by the time I finished my meal, but was mango and still good. I miss the very frozen ice cream sandwiches that used to be served sometime after the meal and the oriental cracker mix. just pretzels were available. Too much time between meals, glad I brought our own snacks.",Neutral
5244,TVX,ORX,2022-09-12,No issues.,Neutral
1645,IAX,RDX,2022-09-12,It was a very short flight no food served.,Neutral
140,KEX,EWX,2022-09-13,Please offer more vegeterian choices.,Neutral
332,BOX,ORX,2022-09-13,Need to be more protein.,Neutral
941,EWX,LHX,2022-09-13,first class breakfast was smaller portions than expected.,Neutral
1870,SFX,IAX,2022-09-13,It was fine.,Neutral
3695,ORX,DCX,2022-09-13,Savoir si elles sont payantes où gratuites.,Neutral
1037,MCX,CLX,2022-09-13,I am gluten free for medical reasons so could not eat any of the snacks. A gf option would be nice.,Neutral
6029,IAX,LGX,2022-09-13,How come no food available for purchase.,Neutral
1795,OGX,SFX,2022-09-13,No.,Neutral
2036,IAX,SAX,2022-09-11,"I know its a short flight, but with all the delays and waiting, water is just not enough....",Neutral
984,ATX,IAX,2022-09-13,"No paper/salt provided with the meal to add on. Due to the flight length, a snack will be much appreciated 4hours after the dinner.",Neutral
984,ATX,IAX,2022-09-13,More soda options. Lemon or lime. And do it faster once flight takes off. Also give some snacks.,Neutral
92,TLX,EWX,2022-09-13,Very good food. Hot dishes were indeed hot.,Neutral
92,TLX,EWX,2022-09-13,The bread was cold on evening meal. and no bread on breakfast.,Neutral
726,MSX,ORX,2022-09-12,Good pop.,Neutral
1437,SLX,ORX,2022-09-13,Everything was as expected super.,Neutral
1829,MCX,ORX,2022-09-12,The food has gotten much better than recent flights.,Neutral
1083,LAX,EWX,2022-09-13,No.,Neutral
316,FLX,IAX,2022-09-13,More choices would be nice.,Neutral
316,FLX,IAX,2022-09-13,No necesary.,Neutral
316,FLX,IAX,2022-09-13,No necesary.,Neutral
4444,EWX,MHX,2022-09-13,No service Flight too short.,Neutral
508,DEX,OMX,2022-09-14,Drink was given (soda was pored for you so only got one cup with ice). no snack was provided. Different.,Neutral
2144,EWX,SJX,2022-09-14,I should not have to pay for a small bag.,Neutral
1020,CUX,IAX,2022-09-12,"See if the food department can offer a more varied choice of food , its the same offering on all segments.",Neutral
1558,TPX,ORX,2022-09-14,It was ok stuff.,Neutral
1927,DEX,ABX,2022-09-14,Only water was offered for the flight.,Neutral
2631,SFX,PHX,2022-09-14,I was not happy 1 cookie.,Neutral
1176,SFX,HNX,2022-09-14,They could not find my preorder right away. I had to ask for both my food and my drink.,Neutral
1975,SFX,LAX,2022-09-14,"I am not sure why but there was not a beverage service offered on this flight. I do not think it was due to turbulence since the seatbelt sign was off for a good portion of the flight and unless I missed it, there was not an announcement about suspending service. The flight attendants were all very friendly. offered water from a bottle. I was able to get a coffee by walking to the back and asking for one. Just not typical beverage service for this route which I fly frequently. Otherwise a great experience as always!.",Neutral
4753,SDX,DEX,2022-09-14,Snacks are mediocre.,Neutral
2149,GEX,ORX,2022-09-15,No.,Neutral
170,VCX,EWX,2022-09-15,Food temperature was warm not hot. The utensils were extremely cold as if they came out of a freezer.,Neutral
691,DEX,SEX,2022-09-15,Please consider offering the bistro options on your shorter flights via Denver because the airport experience is so terrible most of us can not get food in the airport due to horrendously long lines.,Neutral
71,EWX,AMX,2022-09-16,Plenty of food and thrinks.,Neutral
1063,LAX,ORX,2022-09-16,Chicken was not appealing to me. Rice was overcooked. i know hard when preheating a meal.,Neutral
1769,MCX,EWX,2022-09-16,I would have liked a pre departure beverage while in first class.,Neutral
4958,SHX,IAX,2022-09-15,No time for drinks.,Neutral
2435,ORX,BNX,2022-09-16,No food or beverage avail.,Neutral
1905,ORX,EWX,2022-09-16,I would like to see a return to free snacks and meal service in economy and economy plus.,Neutral
1585,SNX,SFX,2022-09-14,If we pay all this money we need something special not soda.,Neutral
496,BOX,EWX,2022-09-15,I know it is a short flight. coming through with water and cups would have been nice.,Neutral
1813,DEX,EWX,2022-09-16,would liked to have had a mid morning snack in my first class seat.,Neutral
1607,MCX,IAX,2022-09-16,Where is my Biscotti?. Lol.,Neutral
980,EDX,IAX,2022-09-17,Need better wine choi.,Neutral
980,EDX,IAX,2022-09-17,Both entrees contained curry.,Neutral
1225,LAX,HNX,2022-09-17,The taste of the meal was mediocre. It was properly served and looked reasonably good. the taste was blah.,Neutral
66,LIX,EWX,2022-09-17,"Keep doing a good job, with a price we can afford.",Neutral
66,LIX,EWX,2022-09-17,prior flight food was great!. this flight was average at best.,Neutral
66,LIX,EWX,2022-09-17,"You have cheap, unappealing meal choices on your airlines. Considering I paid $12,500 x 4 for tickets, I would expect edible food, more variety and better quality choices. More snack choices too.",Neutral
1282,OGX,LAX,2022-09-17,Would liked to have been ‘served’ rather than flagging the flight attendant down each time.,Negative
1873,DEX,AUX,2022-09-17,Good coffee on our early morning flight.,Neutral
2017,SFX,ORX,2022-09-17,I was never offered dessert.,Neutral
253,HNX,IAX,2022-09-17,Honey.,Neutral
253,HNX,IAX,2022-09-17,Chicken was cold and dry.,Neutral
253,HNX,IAX,2022-09-17,"Very good, some temp issue, potatoes not so good, chicken was very good.",Neutral
2323,IAX,BWX,2022-09-17,"would like to be able to specify condiment preferences such as no mustard, extra catsup, extra butter.",Neutral
1070,LAX,ORX,2022-09-17,No vegetarian option available. I would have chosen one.,Neutral
401,AUX,IAX,2022-09-16,I wanted to buy a drink. you do not have the option unless i had a card and the app. It would be nice to be able to just pay for a drink with my amex.,Neutral
1125,DEX,SMX,2022-09-17,"Our scrambled eggs, fresh fruit, yogurt, and mimosas were very good.",Neutral
25,BOX,LHX,2022-09-17,"The vegetarian option was chilled, when it should have been a room temperature.",Neutral
1899,DEX,ORX,2022-09-18,I wish there had been a few more options or even a kids snack box.,Neutral
1521,MCX,DEX,2022-09-17,"Able to get service in twice which was appreciated, and enjoyed the flavored soda waters!.",Neutral
1008,SFX,PHX,2022-09-17,Would really be nice to have a snack provided especially on longer flights and when having to make connecting flights quickly.,Neutral
165,MAX,IAX,2022-09-18,The bread was xold and hard.,Neutral
690,IAX,MCX,2022-09-18,I was very impressed that United had Buffalo Trace available. It was amazing!. I try to always buy buffalo trace if I can find it [trace].,Neutral
84,DEX,EWX,2022-09-18,It is good.,Neutral
417,ORX,MXX,2022-09-18,Improve the menu.,Neutral
2183,PDX,SFX,2022-09-18,free snacks on extended delays.,Neutral
1123,EWX,CPX,2022-09-18,Please can you have meal options that do not have same vegetable components ie peppers in both options in case of allergies.,Neutral
1123,EWX,CPX,2022-09-18,It was very good both dinner and breakfast. The snack baskets were poor selection.,Neutral
1123,EWX,CPX,2022-09-18,The food trays are too small for the items placed inside the tray. If you were too add 2” to the width it will create more space to place beverages.,Neutral
535,HNX,LAX,2022-09-18,"Did not have the meal, trying to catch up on sleep. Did have mixed nuts and coffee and cookies near the end of flight.",Neutral
535,HNX,LAX,2022-09-18,Did not take food/beverage.,Neutral
2602,DEX,RSX,2022-09-18,I problem s.,Neutral
2602,DEX,RSX,2022-09-18,Lots of hoopla for a Diet Coke and snack.,Neutral
128,DUX,IAX,2022-09-18,Excellent food. Was surprised.,Neutral
1870,SFX,IAX,2022-09-18,I preordered and the flight attendants did not seem to know that I had.,Neutral
2309,IAX,SJX,2022-09-18,Lack of choices.,Neutral
4,ORX,ZRX,2022-09-18,Pillow and blanket.,Neutral
471,MCX,SFX,2022-09-18,No.,Neutral
42,FCX,EWX,2022-09-19,I was not offered an option for my sandwich but heard the flight attendant in the next aisle offering a choice.,Neutral
1142,HNX,SFX,2022-09-20,More variety.,Neutral
988,ORX,CDX,2022-09-20,I would like to see real ice cream sundaes come back in Business.,Neutral
988,ORX,CDX,2022-09-20,Would like a different white wine option.,Neutral
1590,CLX,IAX,2022-09-20,The chicken entrée was very delicious.,Neutral
2005,DFX,ORX,2022-09-19,not at this time.,Neutral
1499,IAX,AUX,2022-09-19,Very short flight.,Neutral
4450,ORX,STX,2022-09-19,no.,Neutral
925,IAX,LHX,2022-09-21,None.,Neutral
223,IAX,SFX,2022-09-19,It was the one good thing on the flight.,Neutral
987,CDX,ORX,2022-09-21,Turkey/cheese sandwich on a pretzel bun was surprisingly good.,Neutral
118,SPX,GUX,2022-09-19,No food and/or beverages were served.,Neutral
475,MEX,ORX,2022-09-21,Considero que deberían acompañar la bebida con alguna porción de refrigerio.,Neutral
32,MUX,EWX,2022-09-19,Nice to receive full cans!.,Neutral
3597,YUX,EWX,2022-09-21,No.,Neutral
170,VCX,EWX,2022-09-22,"I am not sure what is meant by a complimentary meal. We did receive a dinner & a breakfast snack on a 9 1/2 hour flight. which was included in the Price of our ticket, otherwise, there was no complimentary food offered.",Neutral
6043,IAX,LGX,2022-09-15,none were offered.,Neutral
966,NAX,EWX,2022-09-22,Food needs to upgraded.,Neutral
1254,SAX,ORX,2022-09-22,Coffee was hot!. Love it that way!.,Neutral
1215,DFX,DEX,2022-09-20,I was a little disappointed with the variety in first class. I thought there’d be more food choices.,Neutral
1215,DFX,DEX,2022-09-20,Wish y'all would have a small bag of pretzels or snack at no charge!.,Neutral
1992,SFX,LAX,2022-09-22,"nope. SF to LAX really has no food service. Business class only gives out crakers, which is fine with me.",Neutral
1517,LIX,IAX,2022-09-22,The portion of the snack is too small for a 4 hours flight.,Neutral
1982,IAX,TPX,2022-09-22,The box does not come with a knife or spoon to scoop or spread the cheese... I find this odd. I had to ask the attendant for a stir stick of all things.,Neutral
5553,GUX,DEX,2022-09-22,N/a.,Neutral
5456,CVX,DEX,2022-09-22,Prefer Hot Entrée Choice ie such as Breakfast Sandwich etc.,Neutral
1683,ORX,BTX,2022-09-22,None.,Neutral
4629,DEX,CVX,2022-09-23,Diet Dr Pepper would be great.,Neutral
1788,SFX,DEX,2022-09-23,1st flight last 2 times does not offer snacks free so that has been disappointing and diminishes my feeling about united.,Neutral
2183,PDX,SFX,2022-09-23,Not worth mentioning my bit of frustration in first row of EconPlus.,Neutral
762,MUX,DEX,2022-09-23,A very nice selection to choose from. having a sparkling wine before takeoff was a welcome touch.,Neutral
80,EWX,NRX,2022-09-23,"I am eager to see United return to full service of meals . . .serving food in courses, bringing back the dessert cart. It is just not the same. It feels rushed and is just not as tasty as prepandemic.",Neutral
1642,IAX,SFX,2022-09-23,Bigger portions please.,Neutral
2642,SAX,EWX,2022-09-23,The inflight meal I had preset was not at all enjoyable unfortunately.,Neutral
2642,SAX,EWX,2022-09-23,The meal was awful!.,Neutral
1081,EWX,SJX,2022-09-23,Need to change the snacks.,Neutral
1067,MEX,EWX,2022-09-19,"If possible, add an extra snack.",Neutral
2245,EWX,MCX,2022-09-24,No - my husband is a vegan and there really are not that many options for him.,Neutral
2245,EWX,MCX,2022-09-24,No.,Neutral
1723,OGX,SFX,2022-09-23,There is only Diet Coke no diet sprite or ginger ale Free snacks ok.,Neutral
45,SFX,ZRX,2022-09-24,Simply the meat have to be prepared in Europe ….,Neutral
301,SFX,HNX,2022-09-24,Will there be a time when more real food offerings will be offered on long flights for purchase instead of just snack boxes?.,Neutral
4726,DEX,BFX,2022-09-24,Would have liked the opportunity to purchase a beverage or to have had coffee available.,Negative
467,LIX,LAX,2022-09-24,Keep doing what your doing it works.,Neutral
990,IAX,FRX,2022-09-23,the idea of serving cold dinner meal does not work.,Neutral
1247,JAX,DEX,2022-09-24,no.,Neutral
1995,SFX,PDX,2022-09-24,It would be nice to get a snack with the glass of champagne.,Neutral
980,EDX,IAX,2022-09-24,I was pleased with the meal plus snacks delivered during the flight. Much more than I have gotten on other flights. Helped make the flight go quicker.,Neutral
406,DEX,CLX,2022-09-23,Pretzels were stale.,Neutral
864,SFX,SYX,2022-09-24,Chicken is usually tough & hard to eat so I always get pasta so be sure to keep it on menu.,Neutral
682,ABX,SFX,2022-09-21,I did not take any food/beverages (so tired).,Neutral
16,LHX,EWX,2022-09-24,It would be nice if the app and/or website showed food options prior to the flights.,Neutral
2081,PWX,IAX,2022-09-24,Expected a better snack selection in first class. Snacks were same as those offered in economy.,Neutral
474,DEX,PDX,2022-09-25,Why no cheese and fruit tray?.,Neutral
2240,DEX,SFX,2022-09-25,The flight ran out of options for first class passengers. my first selection was not available. I ended up eating a snack pack for dinner.,Neutral
6025,BNX,IAX,2022-09-22,Sprite was flat.,Neutral
953,MUX,ORX,2022-09-25,The food was OK for an economy class flight. the white wine was UNDRINKABLE!!. It was really terrible.,Neutral
5660,LAX,SFX,2022-09-25,None because because everything is good.,Neutral
2446,ORX,PHX,2022-09-25,No.,Neutral
1657,ORX,CUX,2022-09-26,Na.,Neutral
2269,IAX,MCX,2022-09-26,I was first class and they offered no meal or snacks only beverages that was disappointing.,Neutral
2269,IAX,MCX,2022-09-26,I appreciate the snack boxes being available.,Neutral
3617,CVX,EWX,2022-09-26,Absolutely ridiculous that we do not get anything for a snack for the price we paid. Sometimes we traveled in first class…just give a sandwich and salad.. nothing fancy.,Neutral
4753,SDX,DEX,2022-09-25,No.,Neutral
1179,TPX,SFX,2022-09-25,Wine should be complimentary in first class.,Neutral
374,DEX,LAX,2022-09-26,No more snacks bad publicity!.,Neutral
909,AMX,ORX,2022-09-26,The hamburger before landing was awful.,Neutral
2130,SAX,IAX,2022-09-26,The chicken was very dry. I was suprised that nothing was offered nearer to the end of the flight. A small snack or something. I expected that in a 4.5 hour redeye flight in 1st class.,Neutral
2130,SAX,IAX,2022-09-26,YES DEFINITELY SHOULD PROVIDE A MEAL EVEN SANDWICH AND BEVERAGE.,Neutral
1129,SFX,EWX,2022-09-26,Ran out of the breakfast sandwich which was disappointing you should never run out you are better off having a couple left over then running out.,Neutral
3404,AVX,EWX,2022-09-26,I love that United added AHA sparkling water.,Neutral
684,DEX,SFX,2022-09-26,Healthy and tasty.,Neutral
2,SFX,SIX,2022-09-26,Too much plastic packaging and waste.,Neutral
634,CIX,DEX,2022-09-26,Could not serve food due to rocky flight.,Neutral
1120,CHX,ORX,2022-09-26,Different snack.,Neutral
5417,SBX,ORX,2022-09-27,No short flight.,Neutral
5417,SBX,ORX,2022-09-27,There was no food or beverage service on my flight. I have in the past been offered water on this flight which is nice for the short flight.,Neutral
946,FRX,ORX,2022-09-27,Wine was ot offered on the international flight.,Neutral
5714,SFX,RDX,2022-09-27,There was not any but the flight was short.,Neutral
6067,IAX,RIX,2022-09-26,I am gluten free. there really are not good options for me. Especially no free snack. If I order a box i can only eat half the contents. i can not order gluten free food online. have to order separately by a phone call and the person i am speaking with may know what they are doing so my food may not get ordered (when I fly business class). This really could be a much better process.,Neutral
886,FCX,IAX,2022-09-27,The flight was more than 9 hours long. We got lunch in the first couple of hours and then for at least 6 hours or so no other snack was provided. These days the portions are so small that it can not last that long (even for a petite person). United should at least provide some options of snack and drink till they serve the next snack an hour before landing.,Neutral
886,FCX,IAX,2022-09-27,I would like to be able to order more than one alcoholic beverage at a time.,Neutral
304,FLX,EWX,2022-09-26,NA.,Neutral
734,DEX,BZX,2022-09-27,Did not have any food or drink.,Neutral
1977,IAX,SAX,2022-09-27,No.,Neutral
1854,MTX,IAX,2022-09-28,Very good selections.,Neutral
284,ATX,IAX,2022-09-27,"I did not purchase any food. However I would like to see more options available for the snack. Maybe offer 3 options - sweet, salty, healthy.",Neutral
348,DEX,SAX,2022-09-28,Chicken entree was too spicy. Fruit cup was great. Bead and butter and cookie were great.,Neutral
2268,ORX,PDX,2022-09-28,No.,Neutral
51,MAX,EWX,2022-09-28,Red wine was delicious.,Neutral
1131,SAX,IAX,2022-09-27,They ask me if I want lasagna o chicken but I was so tired no hungry thanks.,Neutral
1054,CUX,EWX,2022-09-28,No.,Neutral
310,ATX,EWX,2022-09-29,No.,Neutral
682,ABX,SFX,2022-09-29,Aha water very good.,Neutral
373,HNX,SFX,2022-09-29,Excellent breakfast fruit tray-very refreshing!.,Neutral
3736,ERX,ORX,2022-09-29,Snacks were ok . Wish there was a option of purchasing a 5$ ( Mix of snacks) as part of the booking process ..,Neutral
2403,LGX,DEX,2022-09-29,There is not much variety — even for pre-ordered meals!. It is the same stuff time and time again. And the chocolate muffin dessert thing is so bizarre and undercooked and oily and odd.,Neutral
799,SJX,LAX,2022-09-29,Need more food choices.,Neutral
2138,RIX,ORX,2022-09-30,No.,Neutral
1212,DEX,PIX,2022-09-29,More wine options.,Neutral
1280,EWX,SFX,2022-09-30,I think your flight attendants need to do a better job letting passengers know what is available.,Neutral
1496,SJX,IAX,2022-09-30,No.,Neutral
1496,SJX,IAX,2022-09-30,In a long flight you can provide two snacks.,Neutral
971,ORX,FCX,2022-09-30,no.,Neutral
41,EWX,FCX,2022-09-30,"We are happy that the meals are not strictly vegetarian. Also, that you are able to get a drink throughout the flight if you woulf like one. The flight attendants were very courteous.",Neutral
2037,SJX,EWX,2022-09-30,"I amin forstå class when I fly, hard to complain about anything.",Neutral
873,TPX,SFX,2022-09-30,The beef was too dry and bit overdone.,Neutral
1707,ITX,LAX,2022-09-29,The food on the flight is great. Its the food option in the terminal in Huston and only being able to use a CR code. Not everyone has a smart phone. do they want to give there personal information to order food. Also no way would I tip a server if I never speak or see them.,Neutral
2216,EWX,LAX,2022-09-29,No.,Neutral
2216,EWX,LAX,2022-09-29,No.,Neutral
3719,GRX,ORX,2022-09-29,No.,Neutral
5341,SLX,DEX,2022-09-29,no.,Neutral
5421,ORX,LGX,2022-09-29,no.,Neutral
999,BRX,EWX,2022-09-01,Bigger dessert menu.,Neutral
364,EWX,HNX,2022-09-01,"The cookie was the desert. Very disappointed. A slice of cake or pie would be better. Bring back the Sunday service. Make your own. For that matter, bring back pre over service all together.",Neutral
364,EWX,HNX,2022-09-01,Do not change a thing.. Five Stars.,Neutral
464,PUX,EWX,2022-09-01,"I noticed they had a vegetarian choice of ""Beyond Meat Balls"" I think that could have been submitted for Mushrooms on the Chicken Orzo meal because the chicken Orzo meal with the lemon pepper sauce was delicious. You could have offered that same meal minus the chicken but add the mushroom for vegetarians. That would have been another option for those that do not eat meat.",Neutral
2079,OMX,DEX,2022-09-01,No.,Neutral
2484,ORX,PDX,2022-09-01,Can peanuts or almonds be offered as additional snack choices?. I know people have allergies to such things. biscoff and a carmel filled cookie are BORING and practically tasteless.,Neutral
360,ORX,MEX,2022-09-01,Salty Snacks.,Neutral
484,DEX,CIX,2022-09-02,a snack would have been appreciated. especially in the hour we waited on board for the weather to pass.,Neutral
528,XPX,IAX,2022-09-01,Delicious.,Neutral
991,SFX,CDX,2022-09-02,No coffee or tea was offered after the main meal. Other airlines offer this and it is expected. The food service was just one round and done.,Neutral
2668,MSX,EWX,2022-09-01,Where are the warm biscuits?.,Neutral
1628,IAX,MAX,2022-09-01,Just drink.,Neutral
393,DEX,CHX,2022-09-02,never offered a lunch pak but 2 others next to me enjoyed/.,Neutral
1268,EWX,ANX,2022-09-03,A bit chintzy for a 7+ hour flight.,Neutral
1773,IAX,DEX,2022-09-01,Wish there was hot food options.,Neutral
5220,IDX,DEX,2022-09-03,Was a short flight I did not want anything.,Neutral
2200,SNX,DEX,2022-09-03,Illy coffee is one of the reason i chose to fly with United airlines.,Neutral
4741,DTX,IAX,2022-09-02,Excellent whiskey.,Neutral
797,IAX,LAX,2022-09-03,No suggestions.,Neutral
1598,LAX,SFX,2022-09-01,They did not serve anything.,Neutral
5220,IDX,DEX,2022-09-01,Replace the cookie.,Neutral
1688,DEX,MSX,2022-09-01,I liked the warm chocolate cookie dessert.,Neutral
425,IAX,SFX,2022-09-04,Seems you could include food in price of flight when going for a 4+ hour trip. Would place you above what others do.,Neutral
2643,ORX,COX,2022-09-04,Please offer different meal options!!!.,Neutral
5591,SFX,SLX,2022-09-03,Drinks were nice. Would have been nice to have received a small snack in 1st.,Neutral
5704,SFX,PSX,2022-09-03,Appreciated pretzels on short flight.,Neutral
6312,RIX,IAX,2022-09-04,Add a different cookie.,Neutral
2495,IAX,EWX,2022-09-03,My daughter is allergic to quinoa and it was the main ingredient of the entree. Would have been helpful to know Attendant did offer the other but it was much later when they were cleaning up and wondered why she had not eaten. Do not really know how you avoid these challenges I guess.,Neutral
2495,IAX,EWX,2022-09-03,Excellent.,Neutral
1431,OGX,DEX,2022-09-03,Disappointing there was not a preorder option. Rolls were cold. Definitely sub par first class experience.,Neutral
2665,ORX,SMX,2022-09-05,"United seems to have an issue with serving food that actually tastes and looks good. The plant based food, Indian food and vegetarian food are disgusting. the healthy options are definitely unappealing. I ordered the burger, which was good, but it came with a roll (why do I need a roll when I have a bun with the burger) and tasteless fruit. Why do not you provide sides that actually go with a burger - fries, potato salad, macaroni salad, etc.?.",Neutral
2665,ORX,SMX,2022-09-05,Pretzels tasted stale. portion size was small.,Neutral
2243,BOX,ORX,2022-09-04,no.,Neutral
2223,MCX,LAX,2022-09-05,I am happy that we can pre-order our food. Our outbound flight from LAX to Orlando offered more options. It would be nice to have more than 2 options. The chicken option I pre-ordered was switched-out but it was good. I also noticed that salads are not provided anymore. It would be nice to see salads make a return.,Neutral
1752,IAX,GUX,2022-09-04,BEER CHOICES COULD BE MORE DOMESTIC. BUT GLAD FOR OFFERINGS.,Neutral
871,SYX,SFX,2022-09-05,Limited choice.,Neutral
1289,OGX,SFX,2022-09-05,Hawaiian chips.,Neutral
2170,ORX,SFX,2022-09-05,Limited Selection of meal options as the plane was not restocked.,Neutral
4390,HHX,EWX,2022-09-05,No.,Neutral
103,IAX,MUX,2022-09-06,Better breakfast options.,Neutral
5229,MAX,IAX,2022-09-04,None.,Neutral
1048,DEX,FAX,2022-09-06,"In my opinion, when the flights are delayed ( for whatever reason) I think there should be better selection of food at no cost ( maybe smaller sandwiches, cheese and crackers….",Neutral
301,SFX,HNX,2022-09-06,"Tofu was the only choice for the meal in 1st class?. Really, I saw others with another food. To run out of the choices in first class is wrong. especially with what I pay to sit in first class.",Neutral
1982,IAX,TPX,2022-09-06,"I was surprised a snack, bag of pretzels, etc, was not provided on either flight.",Neutral
686,EUX,DEX,2022-09-06,None.,Neutral
1136,IAX,DCX,2022-09-06,Food is fine. some of the options are so specific- some additional sandwiches. burgers would be great - or just a nice salad.,Neutral
1075,LAX,DEX,2022-09-07,Complimentary snacks.,Neutral
2263,SFX,MFX,2022-09-05,"What is with the no chips or pretzals?. Yeah, very minor issue there<:)>.",Neutral
2032,IAX,RNX,2022-09-07,"My seat, was not able to reclining. No charge to cellphone in cabin.",Neutral
964,BEX,EWX,2022-09-07,Snacks and fruit offerings are much worse than prepandemic.,Neutral
873,TPX,SFX,2022-09-07,"If one pre-orders special meals specifically, I like to think the special meals are expected to be served. The flight attendants just brushed it off as I DID NOT CONFIRM it after I pre-ordered them. It is in my profile as well. They told me that another lady needed it without pre-ordering, so it was given away.",Neutral
